id;"protected;";"followers_count;";"friends_count;";"favourites_count;";"profile_use_background_image;";"hashtags_average;";"mentions_average;";"urls_average;";"description;";"statuses_count;";"listed_count;";"verified;";"contributors_enabled;";"default_profile;";"default_profile_image;";"is_translator;";is_fake
415;FALSE;180;218;117;TRUE;0.7;0.9;0.55;159;309;2;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
416;FALSE;10528;6935;70935;TRUE;0.4;3.25;0;33;72840;18;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
417;FALSE;566168;412490;33276;TRUE;0.25;0.35;0.1;111;28654;493;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
418;FALSE;236;254;2171;TRUE;0.05;1.45;0.1;117;3526;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
419;FALSE;68;114;53;TRUE;0;0;0;116;221;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
420;FALSE;176;423;948;TRUE;0.6;0.75;0.15;0;723;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
421;FALSE;72;173;806;TRUE;0.35;0.8;0.15;66;708;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
422;FALSE;1099;989;985;TRUE;0.8;0.95;0.25;142;1008;22;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
423;FALSE;355;220;9362;FALSE;0.15;0.25;0.05;0;3501;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
424;FALSE;278670;485;19790;TRUE;0.1;0.5;0;160;5411;327;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
425;FALSE;170;325;1162;TRUE;0;0.95;0.1;74;3533;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
426;FALSE;692;584;8273;TRUE;0.05;0.7;0;39;2054;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
427;FALSE;97390;640;15555;TRUE;0.15;0.65;0.25;36;6717;190;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
428;FALSE;68000;50863;39984;TRUE;0.6;1.55;0.15;78;54057;56;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
429;FALSE;103;2;71;TRUE;0.68;1.05;0.11;0;75;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
430;FALSE;472;1306;130;TRUE;0;1;0.85;35;106;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
431;FALSE;1403;2133;4003;TRUE;0.2;1.05;0.25;45;539;2;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
432;FALSE;4;42;0;TRUE;1;0;0;10;5;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
433;FALSE;21;57;5;TRUE;1;0;0;0;2;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
434;FALSE;50;13;2;TRUE;1.86;0;0;0;7;1;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
435;FALSE;5;36;0;TRUE;0;0;0;0;1;0;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE
436;FALSE;627;888;5;TRUE;0.8;0;1;112;85238;196;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
437;FALSE;133;272;30;TRUE;1.1;0.45;0;124;232;1;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
438;FALSE;347;110;2;FALSE;7.2;0.05;1;4;8623;9;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
439;FALSE;11573;543;8;TRUE;0;0;1;63;83022;40;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
440;FALSE;0;1;3;FALSE;0.19;0.13;0.69;14;16;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
441;FALSE;5420;5116;39;TRUE;0;0;0;77;1778;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
442;FALSE;243;150;28;TRUE;0.05;0.3;0;72;11380;6;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
443;FALSE;1428;1616;29;FALSE;1.25;0.15;0.9;154;500;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
444;FALSE;6318;37;38;FALSE;1.65;0.5;1.45;23;24967;13;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
445;FALSE;50;27;3;FALSE;2;0;1;0;1249;0;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE
446;FALSE;1;5;0;TRUE;3;0;1;0;7683;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
447;FALSE;28;19;21;TRUE;0.05;0.05;0.05;55;175;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
448;FALSE;1512;1524;0;TRUE;1.7;0;0.05;0;16355;5;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
449;FALSE;8;186;12;TRUE;1.1;0.3;0.65;153;59;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
450;FALSE;5;0;1;TRUE;1.9;0;1;77;3275;2;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
451;FALSE;2;30;0;TRUE;1;0;1;0;105;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
452;FALSE;617;1157;212;FALSE;0.25;0.7;0;38;84;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
453;FALSE;20662;18340;2752;TRUE;0.2;0.35;0.25;15;286;8;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
454;FALSE;7;13;1;TRUE;0.17;0.39;0.06;85;18;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
455;FALSE;9;12;802;TRUE;0.4;0.6;0.35;0;214;0;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE
456;FALSE;1108;929;0;TRUE;0.05;0;1;0;30899;1;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
457;FALSE;4338;4345;1;FALSE;0;0;1;136;1796;2;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
458;FALSE;12;187;14;TRUE;0.1;1;0.1;32;2181;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
459;FALSE;85;1;43;FALSE;1.8;0.9;0.65;75;36;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
460;FALSE;46;36;10;FALSE;0.55;0.65;0.95;97;512;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
461;FALSE;77;23;29;TRUE;0.15;0;0;0;288;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
462;FALSE;13;2;184;FALSE;0.25;0.05;0.2;0;1523;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
463;FALSE;26;15;0;TRUE;4.6;0;1;49;6461;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
464;FALSE;0;0;0;FALSE;2.7;0.4;0.6;0;27;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
465;FALSE;854;495;0;TRUE;0;0.2;0.65;98;2455;4;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
466;FALSE;1437;16;0;FALSE;0.1;0;1;141;11915;3;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
467;FALSE;2;20;0;TRUE;0;0;1;0;84;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
468;FALSE;23576;21;11;TRUE;0.2;0;1;153;8419;29;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
469;FALSE;178662;24931;0;TRUE;0;0.25;1;72;9297;330;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
470;FALSE;361;0;6;TRUE;3.95;0.1;0.6;120;206;2;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
471;FALSE;155951;0;4;TRUE;0.4;0;1;72;14795;613;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
472;FALSE;20472;39;834;FALSE;0.15;0.5;0.6;71;20089;62;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
473;FALSE;11725;3;12;FALSE;0.1;0.05;1.05;121;3034;29;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
474;FALSE;112;318;2;TRUE;0.1;0.05;0.05;160;1405;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
475;FALSE;2080;2642;4;FALSE;0;0;1;22;2318;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
476;FALSE;3750;6257;99;TRUE;0.9;0.1;1.2;23;54016;58;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
477;FALSE;56;411;1;FALSE;7.93;0;0.73;14;15;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
478;FALSE;5;9;4;TRUE;1.2;0.15;1.15;0;178;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
479;FALSE;144;265;7;TRUE;0.05;0;0.55;11;254;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
480;FALSE;5014;5674;0;TRUE;0.25;0;1;0;91800;2;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
481;FALSE;48;24;51;TRUE;0.24;1.88;0.35;40;17;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
482;FALSE;373;2138;16;FALSE;2;0;0.55;0;331;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
483;FALSE;170;204;9;TRUE;1.35;0.25;0.2;111;370;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
484;FALSE;2092;1542;0;TRUE;0.25;0;1;0;150246;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
485;FALSE;464;659;2;TRUE;0.05;4.6;0.4;77;52;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
486;FALSE;66;441;30;TRUE;0.2;1.55;0.95;59;568;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
487;FALSE;118;386;4;TRUE;0.5;0;1;4;2514;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
488;FALSE;475;1930;28;TRUE;0;0;1;0;1964;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
489;FALSE;285;190;23;FALSE;3.1;0.4;1;0;3820;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
490;FALSE;14;13;39;TRUE;1.25;0.65;0;37;260;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
491;FALSE;3;0;1;TRUE;1.83;0;0.17;0;6;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
492;FALSE;882;59;0;TRUE;1;0;1;0;491;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
493;FALSE;459;873;0;FALSE;1;0;1;18;700;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
494;FALSE;18545;20198;272;TRUE;0.35;0.1;0.75;129;108;12;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
495;FALSE;28;255;0;FALSE;0.78;0;1;0;8532;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
496;FALSE;5629;4;2185;TRUE;4.1;0;0.05;72;9461;13;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
497;FALSE;7253;0;0;TRUE;1.1;0;0.95;56;379;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
498;FALSE;1;21;0;TRUE;4;0;1;85;1131;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
499;FALSE;1;7;0;TRUE;0.35;0;1.06;0;17;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
500;FALSE;14;100;4;TRUE;0.55;0;1;0;275;1;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
501;FALSE;6726;1724;100;TRUE;1.7;0;0.9;20;5607;5;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
502;FALSE;2;1;0;TRUE;3.67;0;0.89;16;13;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
503;FALSE;2539;0;2;TRUE;0;0.2;0;0;163;5;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
504;FALSE;509;895;0;FALSE;1;0;0.95;29;772;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
505;FALSE;6;32;1047;TRUE;7;0;1;36;14355;5;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
506;FALSE;10920;14247;0;FALSE;0;0;1;71;28180;3;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
507;FALSE;60;0;70;TRUE;0.05;0.35;0.65;62;74;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
508;FALSE;2386555;26;4;TRUE;0.15;0.35;0.7;37;217265;2633;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
509;FALSE;395;0;0;TRUE;2;0;0;59;35576;4;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
510;FALSE;14;31;81;TRUE;0.1;0.75;0.05;0;222;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
511;FALSE;10041;7;4;TRUE;1.6;0.1;1;112;26006;77;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
512;FALSE;89;46;21;TRUE;0.05;0.3;0.2;23;228;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
513;FALSE;55567;49076;3;TRUE;0.55;0.1;0.75;109;12441;54;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
514;FALSE;3965;2772;1;TRUE;0;0;1;12;1326;1;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
515;FALSE;136;853;2;TRUE;0;0;1.05;0;13840;1;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
516;FALSE;30;98;0;TRUE;1;0;0;0;4;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
517;FALSE;2;12;8;TRUE;0.9;0.1;0;0;557;0;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE
518;FALSE;134;10;992;TRUE;3.45;0;0.2;41;395;1;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
519;FALSE;20226;17235;191;TRUE;0.26;0.84;0.05;0;6931;6;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
520;FALSE;2;1;0;TRUE;3.67;0;0.89;16;13;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
521;FALSE;12101;0;9;FALSE;4.75;0;1;18;1790;3;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
522;FALSE;4725;47;1;TRUE;1.4;1.3;0.7;63;308620;88;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
523;FALSE;0;0;0;TRUE;1;0;0;0;1;0;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE
524;FALSE;30;0;35;TRUE;2;0;0;84;42;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
525;FALSE;20;56;23;FALSE;0.08;1.69;0.46;37;13;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
526;FALSE;0;0;0;FALSE;0.2;0;1;109;519;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
527;FALSE;681;1567;70;TRUE;0.4;1.15;0.45;0;10832;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
528;FALSE;7221;7819;11;TRUE;0.8;0.15;0.5;150;5340;127;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
529;FALSE;3005;2635;23;TRUE;8.1;0.05;0.8;77;855;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
530;FALSE;49;64;2;TRUE;0.4;3;0;0;1891;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
531;FALSE;196;269;0;TRUE;4.05;0;1.75;0;16031;19;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
532;FALSE;2228090;37;0;TRUE;0;0;0.95;148;82803;2002;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
533;FALSE;49;210;18;TRUE;0.05;0;0.05;0;4089;1;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
534;FALSE;47;276;14;TRUE;0.35;0.55;0.4;0;1557;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
535;FALSE;7453;3;944;TRUE;0.85;0.3;0.45;115;8977;5;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
536;FALSE;16354;17450;124;TRUE;0.9;0.4;0.35;121;32;15;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
537;FALSE;3162;4368;28;FALSE;1.2;0;1.25;0;12785;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
538;FALSE;15;12;638;TRUE;0.55;0.45;0;44;97;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
539;FALSE;1684;1692;37;TRUE;0;0;0;0;18882;3;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
540;FALSE;2491;8;700;TRUE;2.4;0.7;0.4;115;1509;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
541;FALSE;463;564;0;FALSE;1.5;0;1.4;153;46;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
542;FALSE;1033;154;6;TRUE;0;0;1;45;292259;5;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
543;FALSE;1178;9;7;TRUE;0.45;0;1.05;45;188;4;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
544;FALSE;23;0;0;FALSE;0.14;0.43;0.14;50;7;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
545;FALSE;70252;46;5;FALSE;0;0.1;0.95;29;62588;281;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
546;FALSE;64;13;5681;TRUE;0.45;0.4;0.8;50;5338;6;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
547;FALSE;0;1;6;TRUE;0;0;2;0;14611;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
548;FALSE;5;124;15;TRUE;0.35;0.5;0.4;0;20;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
549;FALSE;5957;132;2054;TRUE;0;0;1;104;30041;10;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
550;FALSE;373;308;0;TRUE;0.25;0.05;0;32;5418;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
551;FALSE;4079;7;4219;TRUE;1.15;0.95;0.15;65;6342;11;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
552;FALSE;20553;7;199;FALSE;0.3;0;0.5;47;4918;75;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
553;FALSE;3346;2;6;TRUE;3.8;0;0.05;73;5817;5;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
554;FALSE;59647;29124;4;TRUE;0.1;0;1;81;52085;136;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
555;FALSE;1249983;26;0;TRUE;0;0.25;0.85;43;383562;1762;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE
556;FALSE;22058;18083;13524;TRUE;0.25;0.1;0;57;557;3;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
557;FALSE;5930;5817;247;TRUE;1.8;0.55;1;24;24157;7;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
558;FALSE;236;760;138;TRUE;5.5;0.1;0.6;52;145;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
559;FALSE;1624;62;12;FALSE;0.6;0.1;1;64;1178;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
560;FALSE;150;747;23;TRUE;0;1;1;0;2552;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
561;FALSE;908;905;0;FALSE;0.4;0.25;0.05;70;39;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
562;FALSE;5;0;2;TRUE;4.3;0;1;33;795;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
563;FALSE;769;5001;52;TRUE;0;0.55;0.8;157;287;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
564;FALSE;9;22;17;TRUE;4.9;0.1;0;0;53;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
565;FALSE;347;1;133;TRUE;0.45;0.55;0.3;10;83;2;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
566;FALSE;6296;6735;109;TRUE;1;0.05;0.55;83;51;4;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
567;FALSE;1583;1735;16;TRUE;0;0;1;22;20461;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
568;FALSE;0;0;0;FALSE;6.35;0;1.95;48;120;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
569;FALSE;17;69;0;TRUE;0;0;1;0;1927;1;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
570;FALSE;1413;103;101113;TRUE;0.05;0.45;0.25;108;7980;12;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
571;FALSE;634;911;8;FALSE;1;0;1;27;667;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
572;FALSE;750;2;452;TRUE;1.75;0;1.05;79;7404;3;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
573;FALSE;10;0;0;FALSE;2.35;0;1.75;70;2409;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
574;FALSE;29320;0;0;FALSE;0.25;0;1;100;19119;68;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
575;FALSE;175;0;13;FALSE;0.42;0;1;134;207;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
576;FALSE;8044;46;12;TRUE;0;0.45;0.25;101;3282;28;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
577;FALSE;42;18;170;TRUE;0.35;0.05;0;35;212;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
578;FALSE;3;3;3;TRUE;1.1;0.1;1.35;0;212;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
579;FALSE;83;158;26;TRUE;1.1;1.05;0.45;156;230;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
580;FALSE;98;35;147;TRUE;0.15;1.55;0.05;66;1039;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
581;FALSE;1724055;26;0;TRUE;0.15;0.2;1;59;168995;1752;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
582;FALSE;25;14;152;TRUE;1;0.15;0;49;101;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
583;FALSE;37;26;162;TRUE;0;1.1;0.1;37;156;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
584;FALSE;22;212;0;FALSE;0;0;1;54;892;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
585;FALSE;15503;15211;16411;TRUE;0.4;0.55;0.15;78;2153;7;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
586;FALSE;2720;1670;7;FALSE;0.35;0.3;0.6;64;117;5;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
587;FALSE;14;19;5;FALSE;5;0;1;40;154;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
588;FALSE;7359;1;0;TRUE;3.55;0;1.15;41;11596;51;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
589;FALSE;6863;9;18;TRUE;1;0;0;135;26627;89;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
590;FALSE;26;8;17;TRUE;0.75;0.1;0.1;113;100;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
591;FALSE;4255;4254;8;FALSE;0;0;1;18;148068;15;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
592;FALSE;729;1907;0;TRUE;1.15;0.75;0.95;24;1308;1;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
593;FALSE;0;6;0;TRUE;3;0;1;0;4649;0;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE
594;FALSE;2418;20;4;FALSE;0.1;0.05;0;4;859;6;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
595;FALSE;115;191;13;TRUE;5;0;1;157;1424;0;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE
596;FALSE;7;17;94;TRUE;0.5;0.88;0.13;0;8;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
597;FALSE;858;0;0;TRUE;0.7;0;0;6;85256;90;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
598;FALSE;10552;23;1509;FALSE;0;1;0.05;6;1547;5;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
599;FALSE;6;56;19;TRUE;0.5;1.1;0.55;0;23;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
600;FALSE;167;122;2489;TRUE;0.35;0.35;0.25;145;14858;1;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
601;FALSE;85;162;7;TRUE;0;0;0;0;352;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
602;FALSE;156;309;2;TRUE;2;0;0.35;21;6576;3;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
603;FALSE;11295;3967;72;TRUE;0.3;0.5;0.45;98;37;9;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
604;FALSE;0;0;0;TRUE;0.55;0;1;0;2029;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
605;FALSE;3;0;0;FALSE;3.35;0.05;0.85;62;390;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
606;FALSE;1072078;31;1;TRUE;0.5;0.2;1;120;314987;1365;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
607;FALSE;1667;1756;1;TRUE;7.1;0;0.8;76;42150;55;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
608;FALSE;4;32;884;TRUE;0;2.65;0.65;0;1035;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
609;FALSE;11510;8412;1;FALSE;0.25;0;1.1;0;39181;35;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
610;FALSE;0;20;0;TRUE;0.45;0;1;0;6687;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
611;FALSE;4451;4562;6;TRUE;0;0;1;99;585398;70;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
612;FALSE;9082;4;26;TRUE;0;0;1.6;30;29199;35;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
613;FALSE;706;22;3;FALSE;4.26;0.05;0.95;160;699;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
614;FALSE;0;15;0;TRUE;1;0;1;0;1;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
615;FALSE;4;22;0;TRUE;3.55;0;1;79;1295;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
616;FALSE;2206;0;6;TRUE;0.1;0;1;14;65;1;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
617;FALSE;1;21;0;TRUE;3.45;0;1;135;1305;1;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
618;FALSE;1134;118;5;TRUE;0;0;0.95;49;654;1;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
619;FALSE;2779;5;0;TRUE;0.5;0.2;0.75;48;566;11;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
620;FALSE;1;35;0;TRUE;0.43;0.14;0.57;0;7;0;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE
621;FALSE;1000;0;0;FALSE;2;0;1;134;73294;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
622;FALSE;94;8;4;TRUE;1;0;0.15;0;179;3;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
623;FALSE;4;0;28;FALSE;2.6;0.15;1.05;53;20;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
624;FALSE;1;12;0;TRUE;3;0;1;0;5949;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
625;FALSE;193;33;0;TRUE;0.8;0;1;25;2059;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
626;FALSE;161;115;5;FALSE;1;0;1;0;117968;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
627;FALSE;4;0;0;TRUE;0.85;0;1;8;6049;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
628;FALSE;16158;14434;114;TRUE;0.6;0.6;0.25;119;38;12;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE
